region_code,value_type,year,month,avg_mwh,min_mwh,max_mwh,stddev_mwh,n_hours
NY,NG,2026,3,13895.82,9351.00,19100.00,1826.61,744
NY,NG,2026,4,13860.91,9887.00,19463.00,1899.45,720
NY,NG,2026,5,13495.46,9658.00,23606.00,2299.00,744
NY,NG,2026,6,15628.50,10188.00,24910.00,3125.49,720
NY,NG,2026,7,17456.03,11415.00,28201.00,3536.15,744
NY,NG,2026,8,17521.33,14168.00,20691.00,2606.58,21
NY,TI,2023,8,-2936.47,-4979.00,-827.00,683.54,685
NY,TI,2023,9,-2822.54,-4814.00,-1431.00,594.87,720
NY,TI,2023,10,-2244.28,-3889.00,-768.00,546.27,744
NY,TI,2023,11,-1444.99,-3002.00,131.00,561.86,720
NY,TI,2023,12,-2172.41,-4977.00,-554.00,642.19,744
NY,TI,2024,1,-2657.42,-5662.00,0.00,1195.48,744
NY,TI,2024,2,-1954.20,-3558.00,-70.00,592.58,696
NY,TI,2024,3,-2337.43,-4517.00,-250.00,756.01,744
NY,TI,2024,4,-1430.15,-2953.00,183.00,582.95,720
NY,TI,2024,5,-1587.37,-3693.00,449.00,745.71,744
NY,TI,2024,6,-3069.70,-5135.00,-664.00,675.68,720
NY,TI,2024,7,-3516.32,-5444.00,-376.00,839.31,744
NY,TI,2024,8,-3273.23,-5454.00,-1252.00,696.69,744
NY,TI,2024,9,-2571.90,-4470.00,-986.00,576.38,720
NY,TI,2024,10,-1711.91,-3051.00,207.00,544.28,744
NY,TI,2024,11,-1582.74,-3096.00,-142.00,603.76,720
NY,TI,2024,12,-2123.62,-5105.00,-31.00,965.36,744
NY,TI,2025,1,-3099.03,-5872.00,0.00,976.10,744
NY,TI,2025,2,-2789.13,-5488.00,-583.00,912.26,672
NY,TI,2025,3,-1953.50,-3517.00,-132.00,554.08,744
NY,TI,2025,4,-1765.61,-3530.00,-240.00,620.76,720
NY,TI,2025,5,-1686.91,-3922.00,444.00,736.57,744
NY,TI,2025,6,-2454.66,-5075.00,-278.00,875.66,720
NY,TI,2025,7,-2871.75,-5236.00,-388.00,834.14,744
NY,TI,2025,8,-1983.58,-3828.00,-46.00,662.71,744
NY,TI,2025,9,-2172.20,-3953.00,-49.00,723.25,720
NY,TI,2025,10,-1913.72,-3829.00,274.00,687.23,744
NY,TI,2025,11,-1692.64,-3268.00,-263.00,524.33,644
NY,TI,2025,12,-1740.80,-3192.00,64.00,628.55,685
NY,TI,2026,1,-2210.33,-4399.00,-373.00,622.90,744
NY,TI,2026,2,-2542.74,-4996.00,0.00,787.96,672
NY,TI,2026,3,-2219.58,-3750.00,-402.00,600.41,744
NY,TI,2026,4,-692.33,-2706.00,1014.00,700.36,696
NY,TI,2026,5,-1097.12,-3156.00,936.00,746.43,696
NY,TI,2026,6,-2131.82,-3830.00,197.00,622.55,720
NY,TI,2026,7,-2660.36,-4233.00,-515.00,605.95,744
NY,TI,2026,8,-2230.62,-3310.00,-1809.00,411.23,21
SE,D,2023,8,32944.26,22283.00,45558.00,6047.40,685
SE,D,2023,9,27616.03,18949.00,41064.00,5048.46,720
SE,D,2023,10,22934.46,17635.00,32441.00,3004.75,744
SE,D,2023,11,23690.48,18526.00,37371.00,3084.25,720
SE,D,2023,12,26088.65,17826.00,37890.00,3892.90,744
SE,D,2024,1,29354.24,19461.00,47368.00,5164.02,744
SE,D,2024,2,25327.21,18512.00,35691.00,2993.83,696
SE,D,2024,3,22768.60,17423.00,32063.00,2349.92,744
SE,D,2024,4,23321.47,17293.00,32727.00,3001.33,720
SE,D,2024,5,26840.38,18106.00,37828.00,4695.06,744
SE,D,2024,6,31423.18,20213.00,44882.00,6141.39,720
SE,D,2024,7,32354.16,23096.00,43671.00,5661.89,744
SE,D,2024,8,32843.72,21196.00,44593.00,6194.71,744
SE,D,2024,9,27439.26,17007.00,41384.00,5012.45,720
SE,D,2024,10,24166.40,17764.00,34864.00,3359.65,744
SE,D,2024,11,23847.60,18369.00,31331.00,2438.38,720
SE,D,2024,12,27042.38,18900.00,40210.00,3760.48,744
SE,D,2025,1,31621.48,20806.00,46490.00,5484.68,744
SE,D,2025,2,25566.87,18069.00,41499.00,3876.61,672
SE,D,2025,3,23406.60,17502.00,32294.00,2636.05,744
SE,D,2025,4,24323.70,18134.00,34921.00,3692.80,720
SE,D,2025,5,26115.63,17847.00,39775.00,4772.18,744
SE,D,2025,6,30035.78,18350.00,46372.00,5757.63,720
SE,D,2025,7,33529.46,21896.00,46250.00,6190.78,744
SE,D,2025,8,29901.23,19707.00,43997.00,5602.76,744
SE,D,2025,9,27867.13,16405.00,40928.00,5129.17,720
SE,D,2025,10,23934.01,12638.00,35567.00,3585.14,744
SE,D,2025,11,23487.47,11699.00,36309.00,2926.61,720
SE,D,2025,12,26975.45,17471.00,42776.00,4704.43,744
SE,D,2026,1,29182.42,19395.00,47809.00,5394.43,744
SE,D,2026,2,27223.90,19383.00,44850.00,4898.51,672
SE,D,2026,3,24293.34,18388.00,35748.00,3273.33,744
SE,D,2026,4,24719.19,17995.00,35674.00,3749.10,720
SE,D,2026,5,26355.13,18346.00,39399.00,4870.57,744
SE,D,2026,6,30853.56,20133.00,45328.00,5945.85,720
SE,D,2026,7,33563.19,20856.00,45328.00,5916.40,744
SE,D,2026,8,30130.03,24194.00,38192.00,4784.61,36
SE,DF,2023,8,32524.09,21452.00,45607.00,6450.39,685
SE,DF,2023,9,27132.27,18339.00,40632.00,5301.63,720
SE,DF,2023,10,22570.53,16663.00,33244.00,3309.70,744
SE,DF,2023,11,23427.85,17942.00,37246.00,3157.25,719
SE,DF,2023,12,25728.73,16896.00,37759.00,3907.48,744
SE,DF,2024,1,28932.59,18579.00,47010.00,5176.55,744
SE,DF,2024,2,24972.56,17904.00,35539.00,3080.29,696
SE,DF,2024,3,22457.67,16848.00,31904.00,2472.44,744
SE,DF,2024,4,22990.14,17142.00,32281.00,3086.32,720
SE,DF,2024,5,26415.58,17322.00,37412.00,4924.62,744
SE,DF,2024,6,30874.49,19208.00,44376.00,6369.94,720
SE,DF,2024,7,32016.62,22414.00,43652.00,5952.50,744
SE,DF,2024,8,32251.03,20060.00,44397.00,6546.02,744
SE,DF,2024,9,26875.58,16525.00,41087.00,5243.48,720
SE,DF,2024,10,23739.84,17220.00,34272.00,3595.89,744
SE,DF,2024,11,23617.91,18080.00,30874.00,2631.56,719
SE,DF,2024,12,26514.96,18072.00,39875.00,3798.47,744
SE,DF,2025,1,31367.39,20589.00,45913.00,5347.10,744
SE,DF,2025,2,25713.67,17872.00,43763.00,4404.50,672
SE,DF,2025,3,23206.20,17239.00,31978.00,2588.28,744
SE,DF,2025,4,24370.08,18333.00,34866.00,3684.62,720
SE,DF,2025,5,25937.67,17535.00,39932.00,4825.21,744
SE,DF,2025,6,30411.61,18178.00,45009.00,6051.17,720
SE,DF,2025,7,33728.24,21765.00,45818.00,6396.42,744
SE,DF,2025,8,29914.04,19511.00,43812.00,5659.23,744
SE,DF,2025,9,28262.11,19596.00,40822.00,5325.38,720
SE,DF,2025,10,23998.08,17523.00,33836.00,3413.58,744
SE,DF,2025,11,24317.76,18503.00,37035.00,2947.90,719
SE,DF,2025,12,27117.21,17736.00,41224.00,4359.06,744
SE,DF,2026,1,29489.66,19165.00,47112.00,5488.20,744
SE,DF,2026,2,27236.81,19261.00,47081.00,5220.16,672
SE,DF,2026,3,24021.88,18222.00,35303.00,3222.34,744
SE,DF,2026,4,24404.13,17828.00,35457.00,3649.21,696
SE,DF,2026,5,26072.72,18186.00,38911.00,4776.97,744
SE,DF,2026,6,30585.12,19949.00,44521.00,5862.39,720
SE,DF,2026,7,33683.94,23353.00,46000.00,6141.74,744
SE,DF,2026,8,29940.00,24069.00,37929.00,4859.89,36
SE,NG,2023,8,34456.93,22671.00,48616.00,6647.65,685
SE,NG,2023,9,28872.98,19784.00,44530.00,5692.53,720
SE,NG,2023,10,24150.75,18127.00,36244.00,3493.86,744
SE,NG,2023,11,25342.89,19959.00,38666.00,3024.23,720
SE,NG,2023,12,27028.07,18453.00,38225.00,3914.01,744
SE,NG,2024,1,30225.30,19963.00,47972.00,5013.44,744
SE,NG,2024,2,26182.90,19092.00,36955.00,3089.25,696
SE,NG,2024,3,23767.76,18513.00,32726.00,2493.27,744
SE,NG,2024,4,24705.58,18143.00,34282.00,3292.53,720
SE,NG,2024,5,28506.56,19487.00,40832.00,5245.53,744
SE,NG,2024,6,32821.56,20696.00,47933.00,6816.63,720
SE,NG,2024,7,34570.01,24662.00,47996.00,6389.86,744
SE,NG,2024,8,34838.40,21935.00,49260.00,6961.57,744
SE,NG,2024,9,28821.74,17619.00,42980.00,5492.86,720
SE,NG,2024,10,25655.11,18733.00,37283.00,3732.43,744
SE,NG,2024,11,25397.39,19382.00,32835.00,2747.45,720
SE,NG,2024,12,28245.61,19902.00,41413.00,3988.39,744
SE,NG,2025,1,32565.77,21316.00,48227.00,5577.61,744
SE,NG,2025,2,26991.36,18575.00,44468.00,4485.20,672
SE,NG,2025,3,24277.67,17925.00,34528.00,2896.50,744
SE,NG,2025,4,26066.99,19006.00,36567.00,3776.87,720
SE,NG,2025,5,27148.55,18504.00,41561.00,5129.22,744
SE,NG,2025,6,31604.90,18841.00,50471.00,6450.89,720
SE,NG,2025,7,35569.93,22744.00,49831.00,7008.92,744
SE,NG,2025,8,31906.61,20528.00,46999.00,6293.12,744
SE,NG,2025,9,28830.47,16813.00,40857.00,5558.95,720
SE,NG,2025,10,25902.41,15818.00,36929.00,3717.18,744
SE,NG,2025,11,25909.91,14466.00,38910.00,2994.79,720
SE,NG,2025,12,28988.91,18111.00,45999.00,5091.12,744
SE,NG,2026,1,30342.63,19587.00,49372.00,5522.95,744
SE,NG,2026,2,28394.13,19825.00,48932.00,5370.34,672
SE,NG,2026,3,25492.15,19056.00,37443.00,3312.41,744
SE,NG,2026,4,26084.22,35.00,37728.00,4144.14,720
SE,NG,2026,5,27791.88,19122.00,43761.00,5450.27,744
SE,NG,2026,6,32552.30,20999.00,48468.00,6724.42,720
SE,NG,2026,7,35474.12,22436.00,48962.00,6697.90,744
SE,NG,2026,8,31943.91,24788.00,39388.00,5480.27,22
SE,TI,2023,8,1466.90,-1364.00,3848.00,1024.23,685
SE,TI,2023,9,1220.12,-706.00,4778.00,893.73,720
SE,TI,2023,10,1215.90,-278.00,3875.00,672.67,744
SE,TI,2023,11,1613.36,-226.00,3169.00,591.71,720
SE,TI,2023,12,886.56,-1046.00,2541.00,613.68,744
SE,TI,2024,1,855.24,-1432.00,3244.00,746.61,744
SE,TI,2024,2,853.10,-176.00,1932.00,436.05,696
SE,TI,2024,3,985.09,-304.00,2586.00,563.50,744
SE,TI,2024,4,1383.20,-157.00,3253.00,587.59,720
SE,TI,2024,5,1664.32,-208.00,4050.00,824.41,744
SE,TI,2024,6,1367.13,-1144.00,4175.00,954.95,720
SE,TI,2024,7,2180.64,-112.00,5396.00,988.93,744
SE,TI,2024,8,1917.62,-298.00,5336.00,1129.68,744
SE,TI,2024,9,1311.14,-274.00,4022.00,861.93,720
SE,TI,2024,10,1461.11,-224.00,3653.00,699.23,744
SE,TI,2024,11,1504.68,-147.00,3524.00,645.27,720
SE,TI,2024,12,1174.43,-265.00,3137.00,564.22,744
SE,TI,2025,1,908.86,-517.00,2697.00,535.67,744
SE,TI,2025,2,1402.99,-68.00,4467.00,891.78,672
SE,TI,2025,3,850.41,-1032.00,2551.00,628.65,744
SE,TI,2025,4,1743.05,75.00,3275.00,630.08,720
SE,TI,2025,5,1073.41,-377.00,3720.00,710.00,744
SE,TI,2025,6,1697.32,95.00,5309.00,1039.48,720
SE,TI,2025,7,2286.06,-249.00,5825.00,1260.18,744
SE,TI,2025,8,2108.69,-177.00,5350.00,1163.54,744
SE,TI,2025,9,1048.66,-1000.00,3564.00,816.65,720
SE,TI,2025,10,1954.52,108.00,4041.00,644.22,744
SE,TI,2025,11,2183.07,-297.00,4019.00,868.11,720
SE,TI,2025,12,1873.00,-295.00,4222.00,939.25,744
SE,TI,2026,1,1224.66,-1830.00,4296.00,795.69,744
SE,TI,2026,2,1123.13,-500.00,4960.00,839.63,672
SE,TI,2026,3,1152.35,-203.00,3264.00,510.14,744
SE,TI,2026,4,1380.64,-184.00,3601.00,667.20,720
SE,TI,2026,5,1392.86,-327.00,4544.00,921.78,744
SE,TI,2026,6,1651.05,-237.00,5224.00,1155.90,720
SE,TI,2026,7,1913.84,-342.00,4418.00,1113.11,744
SE,TI,2026,8,918.45,400.00,1376.00,302.27,22
SW,D,2023,8,17796.19,11580.00,25197.00,3455.03,685
SW,D,2023,9,14867.36,10236.00,23433.00,2997.55,720
SW,D,2023,10,12261.05,8908.00,18348.00,2278.33,744
SW,D,2023,11,10461.23,7620.00,14970.00,1076.78,720
SW,D,2023,12,10988.34,8016.00,13658.00,902.10,744
SW,D,2024,1,11669.10,9039.00,17230.00,1339.19,744
SW,D,2024,2,10845.94,8877.00,14425.00,1077.42,696
SW,D,2024,3,10486.21,8853.00,16440.00,878.50,744
SW,D,2024,4,10930.55,8560.00,16431.00,1572.05,720
SW,D,2024,5,12848.47,9189.00,20173.00,2471.40,744
SW,D,2024,6,17093.48,10581.00,24096.00,3638.87,720
SW,D,2024,7,18744.76,13159.00,25334.00,3491.21,744
SW,D,2024,8,17977.46,12048.00,25469.00,3353.16,744
SW,D,2024,9,15972.35,10240.00,24103.00,3332.58,720
SW,D,2024,10,13298.88,9206.00,22306.00,3041.28,744
SW,D,2024,11,10692.80,9200.00,12706.00,828.27,720
SW,D,2024,12,11185.86,9105.00,13862.00,893.28,744
SW,D,2025,1,12088.81,9608.00,15938.00,1216.53,744
SW,D,2025,2,11524.71,9794.00,18401.00,998.64,672
SW,D,2025,3,11498.63,9266.00,16008.00,1179.50,744
SW,D,2025,4,11822.30,8840.00,17072.00,1705.62,720
SW,D,2025,5,13550.02,9894.00,20397.00,2484.54,744
SW,D,2025,6,16780.55,10887.00,25641.00,3580.93,720
SW,D,2025,7,18121.27,12260.00,26662.00,3324.34,744
SW,D,2025,8,19050.13,13031.00,27320.00,3510.27,744
SW,D,2025,9,16379.57,11099.00,22897.00,2834.58,720
SW,D,2025,10,12987.86,9719.00,19577.00,1910.67,744
SW,D,2025,11,11849.89,9933.00,14919.00,1118.97,720
SW,D,2025,12,12007.28,10231.00,14482.00,896.82,744
SW,D,2026,1,12309.13,10273.00,15178.00,1022.79,744
SW,D,2026,2,11956.22,8960.00,14623.00,1035.84,672
SW,D,2026,3,12689.77,9491.00,19292.00,2126.16,744
SW,D,2026,4,11836.20,7498.00,16642.00,1692.99,720
SW,D,2026,5,13248.61,8979.00,21789.00,2521.60,744
SW,D,2026,6,17531.26,10826.00,25857.00,3513.03,720
SW,D,2026,7,19176.28,8823.00,27421.00,3716.71,744
SW,D,2026,8,20068.47,16186.00,25862.00,3317.87,36
SW,DF,2023,8,17531.54,-37920.00,24387.00,3974.94,685
SW,DF,2023,9,14691.12,10268.00,22679.00,2961.78,720
SW,DF,2023,10,12094.86,8443.00,17897.00,2212.79,744
SW,DF,2023,11,10252.98,3434.00,13032.00,1087.87,720
SW,DF,2023,12,10812.19,-18812.00,13027.00,1389.05,744
SW,DF,2024,1,11420.51,9172.00,15643.00,1231.40,744
SW,DF,2024,2,11382.10,8752.00,143435.00,7996.72,696
SW,DF,2024,3,9891.49,5548.00,12256.00,1217.37,744
SW,DF,2024,4,10832.60,8340.00,15785.00,1547.65,720
SW,DF,2024,5,12549.51,-51484.00,19592.00,3329.73,744
SW,DF,2024,6,17382.51,-18368.00,184176.00,9143.12,720
SW,DF,2024,7,18612.77,10595.00,86689.00,4266.89,744
SW,DF,2024,8,17811.39,12236.00,24850.00,3294.72,744
SW,DF,2024,9,15468.08,10069.00,22538.00,3102.94,720
SW,DF,2024,10,13076.67,8615.00,21753.00,2963.44,744
SW,DF,2024,11,10421.65,8934.00,12399.00,873.29,720
SW,DF,2024,12,10853.77,8625.00,13574.00,912.03,744
SW,DF,2025,1,11734.82,8892.00,15609.00,1279.48,744
SW,DF,2025,2,10617.95,8513.00,13117.00,1031.28,672
SW,DF,2025,3,10835.53,8593.00,15435.00,1210.43,744
SW,DF,2025,4,11486.52,8950.00,16427.00,1674.12,720
SW,DF,2025,5,12266.94,7163.00,19995.00,2695.61,744
SW,DF,2025,6,16221.66,6897.00,25082.00,3712.56,720
SW,DF,2025,7,17830.76,11895.00,25835.00,3499.83,744
SW,DF,2025,8,18328.50,9606.00,26961.00,3776.41,744
SW,DF,2025,9,15726.58,10810.00,22603.00,2954.09,720
SW,DF,2025,10,12274.97,6386.00,18624.00,2187.97,744
SW,DF,2025,11,11021.41,7000.00,14649.00,1382.78,720
SW,DF,2025,12,11319.67,9059.00,13356.00,904.20,744
SW,DF,2026,1,11578.58,9406.00,14398.00,1018.13,744
SW,DF,2026,2,11282.51,9090.00,14388.00,1054.56,672
SW,DF,2026,3,12306.00,8522.00,18867.00,2155.51,744
SW,DF,2026,4,12106.04,6599.00,16721.00,1954.39,720
SW,DF,2026,5,13353.47,7190.00,21757.00,2814.66,744
SW,DF,2026,6,16168.22,4951.00,25325.00,4404.73,720
SW,DF,2026,7,18880.40,8813.00,27548.00,4140.01,744
SW,DF,2026,8,20046.25,15692.00,27427.00,3826.53,36
SW,NG,2023,8,18681.95,14125.00,23974.00,2481.89,685
SW,NG,2023,9,17043.26,11945.00,23995.00,2337.44,720
SW,NG,2023,10,14586.94,9454.00,20854.00,2003.48,744
SW,NG,2023,11,12927.33,8020.00,17424.00,1533.84,720
SW,NG,2023,12,13884.70,10347.00,16492.00,1117.36,744
SW,NG,2024,1,14618.65,11031.00,21512.00,1366.10,744
SW,NG,2024,2,14054.58,10533.00,17265.00,1503.39,696
SW,NG,2024,3,13135.57,9343.00,18757.00,1592.76,744
SW,NG,2024,4,12603.35,8922.00,16301.00,1597.77,720
SW,NG,2024,5,13853.13,9396.00,19968.00,1952.12,744
SW,NG,2024,6,17563.14,11846.00,23362.00,2744.64,720
SW,NG,2024,7,19109.63,14425.00,24253.00,2552.15,744
SW,NG,2024,8,18641.62,13388.00,24204.00,2418.25,744
SW,NG,2024,9,17422.97,12444.00,25272.00,2593.94,720
SW,NG,2024,10,15235.54,10339.00,22294.00,2470.30,744
SW,NG,2024,11,13187.71,9633.00,17180.00,1376.29,720
SW,NG,2024,12,14153.06,11131.00,17221.00,997.89,744
SW,NG,2025,1,14192.81,11198.00,18294.00,1296.00,744
SW,NG,2025,2,13686.97,11294.00,20706.00,1300.54,672
SW,NG,2025,3,13036.42,9871.00,16344.00,1294.91,744
SW,NG,2025,4,11888.86,8488.00,15968.00,1569.97,720
SW,NG,2025,5,14007.72,9273.00,20314.00,2257.46,744
SW,NG,2025,6,17153.16,11786.00,24147.00,2987.82,720
SW,NG,2025,7,18407.71,13053.00,25402.00,2909.49,744
SW,NG,2025,8,19636.19,13668.00,25217.00,2746.05,744
SW,NG,2025,9,17920.12,12918.00,23737.00,2472.24,720
SW,NG,2025,10,14357.54,9923.00,20834.00,1887.29,744
SW,NG,2025,11,13488.80,7839.00,17094.00,1350.58,720
SW,NG,2025,12,14188.21,11046.00,17389.00,1185.48,744
SW,NG,2026,1,14236.01,10152.00,18162.00,1328.20,744
SW,NG,2026,2,14021.30,10549.00,18263.00,1472.04,672
SW,NG,2026,3,13276.11,9870.00,17754.00,1735.86,744
SW,NG,2026,4,13092.15,6704.00,17543.00,1807.92,720
SW,NG,2026,5,14739.28,9998.00,20609.00,2323.09,744
SW,NG,2026,6,18215.92,11327.00,25717.00,3130.66,720
SW,NG,2026,7,20087.15,13131.00,26676.00,3308.98,744
SW,NG,2026,8,21085.42,15781.00,26490.00,3540.01,24
SW,TI,2023,8,882.15,-2570.00,4682.00,1538.61,685
SW,TI,2023,9,2161.96,-1592.00,5578.00,1684.45,720
SW,TI,2023,10,2312.66,-1894.00,5649.00,1612.91,744
SW,TI,2023,11,2459.08,-497.00,4946.00,1223.86,720
SW,TI,2023,12,2890.38,243.00,5350.00,873.02,744
SW,TI,2024,1,2931.97,364.00,4977.00,754.79,744
SW,TI,2024,2,3188.40,-27.00,5632.00,1044.30,696
SW,TI,2024,3,2427.31,-2148.00,5619.00,1542.90,744
SW,TI,2024,4,1666.12,-2459.00,4640.00,1516.73,720
SW,TI,2024,5,993.07,-3078.00,4347.00,1612.88,744
SW,TI,2024,6,466.36,-3385.00,4196.00,1578.13,720
SW,TI,2024,7,365.85,-3503.00,3488.00,1300.82,744
SW,TI,2024,8,630.83,-3109.00,3394.00,1301.10,744
SW,TI,2024,9,1445.16,-1992.00,3918.00,1212.92,720
SW,TI,2024,10,1931.22,-1598.00,4806.00,1158.85,744
SW,TI,2024,11,2484.75,-243.00,4994.00,1024.82,720
SW,TI,2024,12,2958.36,-323.00,4787.00,703.96,744
SW,TI,2025,1,2093.01,-1500.00,4570.00,985.54,744
SW,TI,2025,2,2161.51,254.00,3954.00,713.77,672
SW,TI,2025,3,1551.05,-1462.00,3535.00,813.95,744
SW,TI,2025,4,125.86,-3785.00,2262.00,914.47,720
SW,TI,2025,5,904.77,-3064.00,4381.00,1209.45,744
SW,TI,2025,6,424.43,-4176.00,3048.00,1254.95,720
SW,TI,2025,7,499.18,-2983.00,3342.00,1040.81,744
SW,TI,2025,8,842.21,-2430.00,4143.00,1136.91,744
SW,TI,2025,9,1741.48,-634.00,3868.00,864.48,720
SW,TI,2025,10,1444.02,-1968.00,3873.00,992.03,744
SW,TI,2025,11,1546.28,-1583.00,3474.00,946.69,695
SW,TI,2025,12,2246.15,-114.00,4105.00,674.91,727
SW,TI,2026,1,2032.00,-169.00,4209.00,851.58,744
SW,TI,2026,2,2221.17,-362.00,5022.00,785.27,672
SW,TI,2026,3,741.92,-2879.00,3135.00,1094.50,744
SW,TI,2026,4,1210.17,-1433.00,3654.00,976.17,720
SW,TI,2026,5,1466.23,-3150.00,4541.00,1378.45,744
SW,TI,2026,6,1265.97,-2465.00,5479.00,1569.28,720
SW,TI,2026,7,921.89,-2991.00,4885.00,1493.36,744
SW,TI,2026,8,361.92,-741.00,1923.00,784.26,24
TEN,D,2023,8,21262.19,13866.00,31846.00,4227.32,685
TEN,D,2023,9,18412.65,12459.00,27250.00,3508.21,720
TEN,D,2023,10,15907.59,11921.00,24088.00,2233.14,744
TEN,D,2023,11,16916.13,12809.00,26041.00,2286.25,720
TEN,D,2023,12,18386.76,12138.00,26034.00,2604.01,744
TEN,D,2024,1,22141.11,14191.00,34376.00,4250.98,744
TEN,D,2024,2,17975.44,13300.00,25582.00,2178.26,696
TEN,D,2024,3,16199.82,12088.00,23880.00,1731.72,744
TEN,D,2024,4,16147.55,12388.00,21592.00,1924.47,720
TEN,D,2024,5,17696.18,12098.00,25728.00,3038.44,744
TEN,D,2024,6,21062.48,13206.00,30685.00,4457.67,720
TEN,D,2024,7,21915.90,14846.00,30398.00,4166.07,744
TEN,D,2024,8,21798.69,13927.00,30926.00,4536.26,744
TEN,D,2024,9,18455.13,12342.00,27270.00,3468.19,720
TEN,D,2024,10,16450.13,12310.00,23939.00,2280.16,744
TEN,D,2024,11,16595.40,12525.00,23388.00,1932.24,720
TEN,D,2024,12,19254.14,12884.00,29209.00,3133.83,744
TEN,D,2025,1,23240.87,15013.00,35086.00,3754.11,744
TEN,D,2025,2,19879.55,13752.00,32086.00,3891.55,672
TEN,D,2025,3,16823.99,12456.00,24195.00,2036.05,744
TEN,D,2025,4,16847.45,12299.00,24298.00,2243.51,720
TEN,D,2025,5,17123.34,12430.00,24896.00,2721.80,744
TEN,D,2025,6,21172.39,12891.00,31240.00,4227.64,720
TEN,D,2025,7,23740.59,15148.00,31702.00,4496.78,744
TEN,D,2025,8,21414.47,13569.00,32126.00,4350.13,744
TEN,D,2025,9,19241.99,12900.00,27191.00,3596.97,720
TEN,D,2025,10,16788.74,12703.00,25560.00,2304.12,744
TEN,D,2025,11,17328.90,12917.00,25943.00,2200.38,720
TEN,D,2025,12,20216.69,11933.00,32387.00,3630.23,744
TEN,D,2026,1,22040.48,13585.00,32685.00,4144.63,744
TEN,D,2026,2,20197.03,13885.00,31073.00,3768.74,672
TEN,D,2026,3,16909.20,12629.00,25711.00,2260.54,744
TEN,D,2026,4,16903.49,12470.00,23136.00,2408.44,720
TEN,D,2026,5,18011.19,12904.00,27347.00,3217.80,744
TEN,D,2026,6,21081.64,14223.00,31685.00,4067.06,720
TEN,D,2026,7,23057.00,15495.00,32553.00,4251.72,744
TEN,D,2026,8,19971.47,15926.00,25955.00,3188.18,36
TEN,DF,2023,8,21419.78,14146.00,32032.00,4244.29,685
TEN,DF,2023,9,18535.43,12670.00,27351.00,3488.34,720
TEN,DF,2023,10,16140.52,11919.00,24805.00,2383.51,744
TEN,DF,2023,11,16937.03,12760.00,25478.00,2300.94,720
TEN,DF,2023,12,18518.82,12225.00,27003.00,2616.44,744
TEN,DF,2024,1,22304.77,14321.00,36125.00,4414.59,744
TEN,DF,2024,2,18211.83,13557.00,26008.00,2239.07,696
TEN,DF,2024,3,16375.48,12569.00,23811.00,1763.02,744
TEN,DF,2024,4,16275.63,12459.00,22298.00,1959.66,720
TEN,DF,2024,5,17858.60,12405.00,25647.00,3076.38,744
TEN,DF,2024,6,21140.27,13054.00,31004.00,4548.18,720
TEN,DF,2024,7,22171.38,14795.00,31723.00,4326.41,744
TEN,DF,2024,8,22070.93,13972.00,31922.00,4620.64,744
TEN,DF,2024,9,18550.59,12593.00,27031.00,3511.95,720
TEN,DF,2024,10,16537.18,12267.00,23557.00,2276.55,744
TEN,DF,2024,11,16796.19,12597.00,23513.00,2029.01,720
TEN,DF,2024,12,19365.15,12780.00,28592.00,3221.30,744
TEN,DF,2025,1,23673.08,15231.00,35847.00,3763.65,744
TEN,DF,2025,2,20125.62,13868.00,34473.00,4224.53,672
TEN,DF,2025,3,17001.71,12599.00,24667.00,1979.20,744
TEN,DF,2025,4,17014.96,12406.00,24184.00,2350.92,720
TEN,DF,2025,5,17270.59,12387.00,24675.00,2764.15,744
TEN,DF,2025,6,21452.74,12959.00,31954.00,4343.29,720
TEN,DF,2025,7,24082.32,15654.00,33414.00,4636.01,744
TEN,DF,2025,8,21706.62,13919.00,32485.00,4453.15,744
TEN,DF,2025,9,19585.33,12970.00,28303.00,3827.99,720
TEN,DF,2025,10,17009.39,12775.00,25077.00,2385.96,744
TEN,DF,2025,11,17462.80,12895.00,26174.00,2342.57,720
TEN,DF,2025,12,20474.36,12457.00,32612.00,3646.26,744
TEN,DF,2026,1,22613.59,13581.00,34262.00,4496.77,744
TEN,DF,2026,2,20329.76,13967.00,32551.00,3807.16,672
TEN,DF,2026,3,17029.45,12924.00,24445.00,2102.25,671
TEN,DF,2026,4,17250.88,12519.00,24573.00,2607.40,649
TEN,DF,2026,5,18010.09,12503.00,27730.00,3101.90,696
TEN,DF,2026,6,21388.16,14308.00,32693.00,4262.76,720
TEN,DF,2026,7,23339.35,15554.00,32827.00,4429.13,720
TEN,DF,2026,8,20231.31,15791.00,26052.00,3404.76,36
TEN,NG,2023,8,20659.74,13823.00,27546.00,3485.14,685
TEN,NG,2023,9,18148.58,12589.00,26103.00,3176.46,720
TEN,NG,2023,10,15768.18,11782.00,21575.00,1932.68,744
TEN,NG,2023,11,16024.24,12060.00,23616.00,2022.80,720
TEN,NG,2023,12,18061.93,11862.00,25407.00,2453.58,744
TEN,NG,2024,1,21219.80,14478.00,30478.00,3287.23,744
TEN,NG,2024,2,17679.87,12780.00,24882.00,2082.65,696
TEN,NG,2024,3,15494.72,11431.00,22665.00,1765.64,744
TEN,NG,2024,4,14953.59,11180.00,18731.00,1624.72,720
TEN,NG,2024,5,17312.54,12066.00,23949.00,2828.26,744
TEN,NG,2024,6,20315.64,12989.00,27773.00,3824.73,720
