region_code,value_type,year,month,avg_mwh,min_mwh,max_mwh,stddev_mwh,n_hours
MIDW,TI,2024,11,-1942.29,-5483.00,1381.00,1203.72,720
MIDW,TI,2024,12,-1291.37,-8478.00,2628.00,2020.77,744
MIDW,TI,2025,1,-1283.07,-6104.00,4444.00,1875.65,744
MIDW,TI,2025,2,-1321.09,-6916.00,2761.00,1750.77,672
MIDW,TI,2025,3,-2557.85,-6511.00,1044.00,1314.41,744
MIDW,TI,2025,4,-1988.50,-6041.00,1723.00,1480.85,720
MIDW,TI,2025,5,-4834.52,-9252.00,923.00,1834.79,744
MIDW,TI,2025,6,-4331.19,-9413.00,1005.00,1948.53,720
MIDW,TI,2025,7,-3784.18,-12187.00,1426.00,2152.62,744
MIDW,TI,2025,8,-4618.44,-10068.00,803.00,1698.11,744
MIDW,TI,2025,9,-3310.82,-8473.00,509.00,1839.40,720
MIDW,TI,2025,10,-1016.46,-7396.00,1712.00,1543.70,744
MIDW,TI,2025,11,30.19,-4502.00,3080.00,1521.52,670
MIDW,TI,2025,12,159.52,-5183.00,6317.00,1695.75,707
MIDW,TI,2026,1,-729.27,-9837.00,4939.00,2502.99,744
MIDW,TI,2026,2,657.29,-4655.00,6772.00,1921.42,672
MIDW,TI,2026,3,-1580.30,-7029.00,1708.00,1337.18,744
MIDW,TI,2026,4,-1600.78,-5664.00,2077.00,1567.74,720
MIDW,TI,2026,5,-2857.56,-7961.00,2000.00,1858.74,744
MIDW,TI,2026,6,-5378.54,-10311.00,-560.00,1665.15,720
MIDW,TI,2026,7,-5862.05,-17116.00,-482.00,2289.17,744
MIDW,TI,2026,8,-651.43,-1071.00,-245.00,282.40,21
NE,D,2023,8,13923.42,10131.00,19297.00,1985.36,685
NE,D,2023,9,13119.62,8317.00,23475.00,3003.93,720
NE,D,2023,10,11380.37,8623.00,16219.00,1551.70,744
NE,D,2023,11,12445.54,9387.00,17098.00,1687.00,720
NE,D,2023,12,13307.67,9948.00,17538.00,1661.24,744
NE,D,2024,1,14563.21,11012.00,18277.00,1694.10,744
NE,D,2024,2,13376.89,9810.00,16983.00,1515.82,696
NE,D,2024,3,12125.73,8004.00,15474.00,1517.29,744
NE,D,2024,4,11115.49,7392.00,15446.00,1540.65,720
NE,D,2024,5,11190.23,8065.00,16848.00,1603.07,744
NE,D,2024,6,13601.93,8362.00,23266.00,2905.33,720
NE,D,2024,7,16229.12,11438.00,24255.00,2905.16,744
NE,D,2024,8,14301.73,10092.00,23162.00,2620.25,744
NE,D,2024,9,11939.08,8751.00,16826.00,1622.81,720
NE,D,2024,10,11295.60,8157.00,14624.00,1426.46,744
NE,D,2024,11,12204.86,9018.00,15788.00,1518.05,720
NE,D,2024,12,14296.96,10306.00,18942.00,1720.94,744
NE,D,2025,1,15173.26,10602.00,19582.00,1773.85,744
NE,D,2025,2,14658.19,9744.00,18625.00,1680.58,672
NE,D,2025,3,12170.74,7761.00,17152.00,1694.45,744
NE,D,2025,4,11033.56,6032.00,15110.00,1741.20,720
NE,D,2025,5,10859.36,6199.00,14302.00,1452.92,744
NE,D,2025,6,13397.95,8443.00,25898.00,3365.84,720
NE,D,2025,7,15978.57,9676.00,24831.00,3145.74,744
NE,D,2025,8,13489.08,8143.00,22595.00,2811.25,744
NE,D,2025,9,11932.47,7868.00,16768.00,1824.86,720
NE,D,2025,10,11434.45,8286.00,15855.00,1560.67,744
NE,D,2025,11,12710.04,8639.00,16375.00,1564.90,720
NE,D,2025,12,15116.36,11384.00,19383.00,1626.23,744
NE,D,2026,1,15626.79,11040.00,20279.00,1983.98,744
NE,D,2026,2,15372.69,11766.00,20145.00,1643.67,672
NE,D,2026,3,12850.10,8458.00,17774.00,1770.65,744
NE,D,2026,4,11213.68,7312.00,14997.00,1624.99,720
NE,D,2026,5,11140.65,7381.00,18718.00,1871.42,744
NE,D,2026,6,13355.82,8610.00,22186.00,2499.60,720
NE,D,2026,7,15029.13,9780.00,25289.00,3000.04,744
NE,D,2026,8,14609.42,12415.00,18690.00,1865.34,36
NE,DF,2023,8,13711.90,9450.00,18980.00,2189.01,685
NE,DF,2023,9,12966.04,8450.00,23500.00,3067.59,720
NE,DF,2023,10,11307.86,8210.00,16500.00,1661.77,744
NE,DF,2023,11,12341.64,9070.00,17130.00,1755.36,720
NE,DF,2023,12,13195.62,9700.00,17700.00,1789.88,744
NE,DF,2024,1,14320.12,10730.00,18300.00,1880.96,744
NE,DF,2024,2,13196.21,9320.00,17500.00,1732.96,696
NE,DF,2024,3,11891.24,7030.00,15520.00,1694.18,744
NE,DF,2024,4,10909.17,6370.00,15250.00,1711.54,720
NE,DF,2024,5,10981.08,7660.00,17200.00,1763.88,744
NE,DF,2024,6,13413.07,7600.00,23900.00,3115.84,720
NE,DF,2024,7,15928.19,10560.00,24000.00,3103.60,744
NE,DF,2024,8,14055.32,9660.00,22900.00,2772.35,744
NE,DF,2024,9,11727.43,7580.00,17100.00,1837.26,720
NE,DF,2024,10,11017.73,7220.00,14600.00,1657.21,744
NE,DF,2024,11,11904.92,8320.00,15780.00,1738.92,720
NE,DF,2024,12,14104.46,10070.00,19400.00,1877.95,744
NE,DF,2025,1,14960.54,10350.00,19600.00,1938.19,744
NE,DF,2025,2,14491.49,9070.00,19000.00,1864.90,672
NE,DF,2025,3,11978.62,7270.00,17420.00,1859.59,744
NE,DF,2025,4,10810.97,5290.00,15100.00,1918.95,720
NE,DF,2025,5,10681.64,5140.00,14250.00,1630.73,744
NE,DF,2025,6,13231.49,7820.00,25800.00,3440.86,720
NE,DF,2025,7,15709.96,9640.00,24800.00,3294.39,744
NE,DF,2025,8,13243.28,7520.00,22760.00,2947.87,744
NE,DF,2025,9,11720.39,6940.00,16900.00,2032.26,720
NE,DF,2025,10,11175.89,7020.00,16000.00,1795.09,744
NE,DF,2025,11,12451.49,8050.00,16200.00,1769.29,720
NE,DF,2025,12,14882.14,10590.00,19220.00,1837.04,744
NE,DF,2026,1,15410.39,10840.00,20300.00,2142.67,744
NE,DF,2026,2,15109.20,10460.00,20300.00,1839.80,672
NE,DF,2026,3,12479.77,6960.00,17700.00,2029.99,744
NE,DF,2026,4,10867.04,6290.00,14900.00,1899.48,720
NE,DF,2026,5,10812.98,5660.00,20150.00,2089.61,744
NE,DF,2026,6,13017.57,7690.00,22150.00,2728.56,720
NE,DF,2026,7,14686.76,8550.00,25850.00,3155.58,744
NE,DF,2026,8,14050.28,11570.00,18250.00,2126.53,36
NE,NG,2023,8,12472.65,8467.00,16816.00,1885.09,685
NE,NG,2023,9,11929.04,7739.00,20347.00,2450.73,720
NE,NG,2023,10,10579.20,7548.00,14883.00,1398.90,744
NE,NG,2023,11,10247.81,7621.00,13864.00,1411.60,720
NE,NG,2023,12,10965.03,7652.00,14872.00,1477.57,744
NE,NG,2024,1,11926.59,7013.00,15965.00,1674.32,744
NE,NG,2024,2,10973.71,7328.00,14270.00,1290.75,696
NE,NG,2024,3,11715.78,8493.00,15573.00,1331.58,744
NE,NG,2024,4,10527.04,7500.00,13604.00,1272.68,720
NE,NG,2024,5,10527.19,8068.00,15952.00,1547.63,744
NE,NG,2024,6,12526.90,7843.00,20082.00,2398.58,720
NE,NG,2024,7,14635.21,10154.00,20986.00,2161.98,744
NE,NG,2024,8,13741.13,9338.00,20234.00,2282.52,744
NE,NG,2024,9,11669.38,7471.00,16212.00,1764.40,720
NE,NG,2024,10,10787.17,8022.00,14306.00,1340.75,744
NE,NG,2024,11,11491.47,8034.00,15465.00,1445.06,720
NE,NG,2024,12,11568.99,8313.00,15629.00,1530.88,744
NE,NG,2025,1,11862.79,7389.00,18447.00,1961.92,744
NE,NG,2025,2,11406.54,8196.00,15414.00,1555.45,672
NE,NG,2025,3,11398.54,7663.00,15456.00,1553.75,744
NE,NG,2025,4,10193.43,6161.00,14703.00,1620.48,720
NE,NG,2025,5,10072.96,5909.00,13408.00,1441.96,744
NE,NG,2025,6,13040.07,7509.00,22928.00,3041.73,720
NE,NG,2025,7,15373.46,9603.00,22284.00,2433.91,744
NE,NG,2025,8,13392.88,8810.00,20102.00,2458.62,744
NE,NG,2025,9,11857.48,8654.00,16908.00,1703.71,720
NE,NG,2025,10,11566.96,8643.00,15567.00,1566.80,744
NE,NG,2025,11,12758.73,9344.00,16897.00,1545.93,720
NE,NG,2025,12,13771.00,9572.00,19046.00,1715.35,744
NE,NG,2026,1,14101.33,10030.00,19724.00,2036.68,744
NE,NG,2026,2,13664.15,10355.00,19110.00,1725.33,672
NE,NG,2026,3,12278.39,8845.00,17158.00,1619.80,744
NE,NG,2026,4,10442.28,7221.00,14551.00,1427.88,720
NE,NG,2026,5,10281.04,7698.00,17149.00,1653.50,744
NE,NG,2026,6,12710.26,8147.00,20340.00,2428.13,720
NE,NG,2026,7,14863.59,10033.00,24417.00,2737.92,744
NE,NG,2026,8,15397.05,13020.00,18633.00,1994.69,21
NE,TI,2023,8,-1450.77,-3457.00,243.00,629.59,685
NE,TI,2023,9,-1190.57,-3544.00,1045.00,924.96,720
NE,TI,2023,10,-801.17,-2621.00,833.00,605.49,744
NE,TI,2023,11,-2197.73,-4386.00,-48.00,894.44,720
NE,TI,2023,12,-2342.64,-3865.00,-635.00,607.88,744
NE,TI,2024,1,-2636.62,-4161.00,-268.00,808.90,744
NE,TI,2024,2,-2403.18,-4032.00,220.00,744.19,696
NE,TI,2024,3,-409.95,-2658.00,1002.00,657.45,744
NE,TI,2024,4,-588.45,-2215.00,796.00,611.83,720
NE,TI,2024,5,-663.04,-2186.00,1118.00,633.58,744
NE,TI,2024,6,-1072.58,-3451.00,914.00,921.99,717
NE,TI,2024,7,-1593.91,-3874.00,1103.00,1114.00,744
NE,TI,2024,8,-564.90,-3415.00,1770.00,970.67,744
NE,TI,2024,9,-269.70,-2332.00,1760.00,864.42,720
NE,TI,2024,10,-508.43,-1787.00,1715.00,610.21,744
NE,TI,2024,11,-713.40,-2449.00,1499.00,760.24,720
NE,TI,2024,12,-2727.97,-4637.00,630.00,853.44,744
NE,TI,2025,1,-3310.47,-4702.00,-617.00,733.99,744
NE,TI,2025,2,-3257.34,-4788.00,-347.00,1021.88,671
NE,TI,2025,3,-772.20,-3552.00,1360.00,888.06,744
NE,TI,2025,4,-840.13,-2797.00,864.00,687.35,720
NE,TI,2025,5,-786.40,-1852.00,1132.00,477.79,744
NE,TI,2025,6,-356.01,-3399.00,1255.00,832.72,719
NE,TI,2025,7,-605.11,-3857.00,1556.00,1249.08,744
NE,TI,2025,8,-96.20,-3051.00,1883.00,877.72,744
NE,TI,2025,9,-74.99,-2622.00,1401.00,676.90,720
NE,TI,2025,10,132.51,-1087.00,1304.00,535.05,744
NE,TI,2025,11,68.26,-2529.00,1553.00,759.87,644
NE,TI,2025,12,-1319.90,-3551.00,1255.00,713.65,681
NE,TI,2026,1,-1525.46,-3851.00,965.00,674.02,744
NE,TI,2026,2,-1708.54,-3556.00,-13.00,488.75,672
NE,TI,2026,3,-571.71,-2733.00,1322.00,689.60,744
NE,TI,2026,4,-771.39,-2384.00,1129.00,596.99,720
NE,TI,2026,5,-859.61,-2749.00,1016.00,590.72,744
NE,TI,2026,6,-645.55,-3703.00,1332.00,808.61,720
NE,TI,2026,7,-165.53,-2548.00,2385.00,787.75,744
NE,TI,2026,8,535.71,-470.00,1445.00,582.01,21
NW,D,2023,8,44181.10,33418.00,62326.00,6853.31,685
NW,D,2023,9,38469.82,29554.00,49143.00,4792.55,720
NW,D,2023,10,37269.56,28932.00,48290.00,3935.55,744
NW,D,2023,11,40729.11,31520.00,51102.00,3900.70,720
NW,D,2023,12,42996.11,35244.00,49131.00,3251.93,744
NW,D,2024,1,45808.46,34756.00,59040.00,5373.31,744
NW,D,2024,2,42562.08,35354.00,49812.00,3250.96,696
NW,D,2024,3,40402.05,32001.00,50001.00,3629.40,744
NW,D,2024,4,38063.15,30978.00,43815.00,2887.53,720
NW,D,2024,5,38404.52,31056.00,45782.00,3445.80,744
NW,D,2024,6,43471.41,32381.00,58599.00,6184.11,720
NW,D,2024,7,47821.74,34536.00,64569.00,7826.22,744
NW,D,2024,8,45140.85,32786.00,64852.00,7159.42,744
NW,D,2024,9,40608.35,30409.00,56077.00,5850.48,720
NW,D,2024,10,38407.68,30565.00,45769.00,3856.87,744
NW,D,2024,11,41521.19,33359.00,50029.00,3507.28,720
NW,D,2024,12,44155.31,36082.00,52258.00,3559.41,744
NW,D,2025,1,46967.22,37595.00,56936.00,3739.54,744
NW,D,2025,2,45883.37,36069.00,59258.00,4379.48,672
NW,D,2025,3,40545.60,32148.00,48914.00,3271.32,744
NW,D,2025,4,38538.71,31120.00,46036.00,2939.97,720
NW,D,2025,5,38996.85,31196.00,50320.00,3913.14,744
NW,D,2025,6,43475.65,33495.00,60580.00,6125.05,720
NW,D,2025,7,47308.21,34285.00,62489.00,7305.71,744
NW,D,2025,8,46253.69,33539.00,64627.00,7125.29,744
NW,D,2025,9,40756.06,31495.00,55768.00,5396.45,720
NW,D,2025,10,38736.78,30780.00,45800.00,3363.85,744
NW,D,2025,11,40635.70,31955.00,49409.00,3501.58,720
NW,D,2025,12,43845.15,35783.00,52471.00,3635.67,744
NW,D,2026,1,45501.37,36709.00,57483.00,3512.16,744
NW,D,2026,2,43438.69,36588.00,52844.00,3353.12,672
NW,D,2026,3,40927.04,32032.00,47655.00,3496.02,744
NW,D,2026,4,36748.21,28382.00,46329.00,3313.33,720
NW,D,2026,5,38565.99,29730.00,50889.00,4157.38,744
NW,D,2026,6,44550.62,33483.00,60027.00,6071.72,720
NW,D,2026,7,49636.63,34997.00,66119.00,7773.00,744
NW,D,2026,8,46149.22,36858.00,60227.00,7550.10,36
NW,DF,2023,8,43574.13,33190.00,60501.00,6491.50,685
NW,DF,2023,9,37887.83,29971.00,49423.00,4624.39,720
NW,DF,2023,10,35733.23,26579.00,45245.00,3598.78,744
NW,DF,2023,11,39395.03,27361.00,48793.00,3620.54,720
NW,DF,2023,12,41596.24,33867.00,47344.00,2891.02,744
NW,DF,2024,1,44095.35,34756.00,56014.00,4579.05,744
NW,DF,2024,2,41289.52,34584.00,47223.00,2823.27,696
NW,DF,2024,3,38684.13,31667.00,47358.00,3341.17,744
NW,DF,2024,4,36473.54,30576.00,42181.00,2507.91,720
NW,DF,2024,5,35698.07,29509.00,42866.00,3029.84,744
NW,DF,2024,6,41177.22,30946.00,55935.00,5736.88,720
NW,DF,2024,7,46511.46,34241.00,62460.00,7409.06,744
NW,DF,2024,8,43879.48,32224.00,60780.00,6731.80,744
NW,DF,2024,9,39316.28,30132.00,54202.00,5595.05,720
NW,DF,2024,10,36663.36,29604.00,44286.00,3433.15,744
NW,DF,2024,11,39642.98,28874.00,46335.00,2962.21,720
NW,DF,2024,12,42398.76,35698.00,49168.00,3103.99,744
NW,DF,2025,1,44634.29,37137.00,53184.00,3280.12,744
NW,DF,2025,2,43521.65,35397.00,55295.00,3766.81,672
NW,DF,2025,3,38542.23,31369.00,45169.00,2770.47,744
NW,DF,2025,4,36146.86,30760.00,42891.00,2457.17,720
NW,DF,2025,5,36538.01,30685.00,47962.00,3410.20,744
NW,DF,2025,6,42051.90,29267.00,57502.00,5844.65,720
NW,DF,2025,7,45329.74,30916.00,60998.00,7176.97,744
NW,DF,2025,8,44580.81,32616.00,60309.00,6743.08,744
NW,DF,2025,9,38755.71,28836.00,53759.00,5035.14,720
NW,DF,2025,10,35545.19,25083.00,42808.00,3319.53,744
NW,DF,2025,11,38510.84,28662.00,46163.00,3206.12,720
NW,DF,2025,12,41470.44,34826.00,48924.00,3101.87,744
NW,DF,2026,1,40982.00,29358.00,50723.00,4104.20,744
NW,DF,2026,2,40287.53,34430.00,48587.00,2846.98,672
NW,DF,2026,3,37308.98,29459.00,43916.00,3013.35,744
NW,DF,2026,4,33722.85,27568.00,41837.00,2814.05,720
NW,DF,2026,5,34933.53,25827.00,46561.00,3913.98,744
NW,DF,2026,6,40665.81,29245.00,56401.00,5783.24,720
NW,DF,2026,7,45503.65,28567.00,61952.00,7986.90,744
NW,DF,2026,8,44136.28,36425.00,56291.00,6626.66,36
NW,NG,2023,8,45718.56,33702.00,61983.00,6167.56,685
NW,NG,2023,9,39317.49,29689.00,51824.00,4684.96,720
NW,NG,2023,10,37237.33,29610.00,45313.00,3326.03,744
NW,NG,2023,11,41346.51,33350.00,48708.00,3036.16,720
NW,NG,2023,12,42975.48,35378.00,50845.00,3152.23,744
NW,NG,2024,1,43357.14,34532.00,52840.00,3890.79,744
NW,NG,2024,2,42450.44,34596.00,50860.00,3055.82,696
NW,NG,2024,3,40367.55,31929.00,47941.00,3082.00,744
NW,NG,2024,4,38993.62,32822.00,47374.00,2810.48,720
NW,NG,2024,5,39671.97,30119.00,50039.00,3820.77,744
NW,NG,2024,6,45514.13,32720.00,58678.00,5959.07,720
NW,NG,2024,7,48074.18,35315.00,63316.00,6886.83,744
NW,NG,2024,8,46149.93,32618.00,62215.00,6638.60,744
NW,NG,2024,9,41001.55,29759.00,55056.00,5559.13,720
NW,NG,2024,10,38417.45,30025.00,48747.00,3810.07,744
NW,NG,2024,11,41800.13,34229.00,51081.00,3265.08,720
NW,NG,2024,12,44787.82,36748.00,52520.00,3326.85,744
NW,NG,2025,1,46627.93,38452.00,57397.00,3534.92,744
NW,NG,2025,2,44455.88,37275.00,56075.00,3382.75,672
NW,NG,2025,3,42245.15,33466.00,50108.00,3120.41,744
NW,NG,2025,4,41341.40,34506.00,50641.00,3089.12,720
NW,NG,2025,5,40393.26,31189.00,51964.00,3910.53,744
NW,NG,2025,6,44199.62,33787.00,57169.00,5125.18,720
NW,NG,2025,7,46613.65,34801.00,60584.00,5921.65,744
NW,NG,2025,8,45392.99,33695.00,60732.00,6366.34,744
NW,NG,2025,9,40411.69,30371.00,54143.00,4605.88,720
NW,NG,2025,10,39208.35,30885.00,46412.00,3251.23,744
NW,NG,2025,11,41212.90,30041.00,49728.00,3217.76,720
NW,NG,2025,12,47177.93,36750.00,54843.00,3083.60,744
NW,NG,2026,1,48888.90,40144.00,59414.00,3230.10,744
NW,NG,2026,2,45707.28,38970.00,52322.00,2970.18,672
NW,NG,2026,3,45877.56,36281.00,55038.00,3536.77,744
NW,NG,2026,4,39459.06,32184.00,50064.00,3392.38,720
NW,NG,2026,5,39575.33,32903.00,51322.00,3476.81,744
NW,NG,2026,6,46376.43,36071.00,63934.00,5286.03,720
NW,NG,2026,7,48203.91,33804.00,61505.00,6684.87,744
NW,NG,2026,8,50567.74,41952.00,59857.00,6359.86,23
NW,TI,2023,8,5918.30,-1350.00,11869.00,2679.34,685
NW,TI,2023,9,5219.49,521.00,9750.00,1882.44,720
NW,TI,2023,10,3945.49,-1957.00,9246.00,2270.09,744
NW,TI,2023,11,3946.82,-2102.00,8942.00,2289.27,720
NW,TI,2023,12,3917.51,-1003.00,10028.00,1622.62,744
NW,TI,2024,1,1897.74,-3488.00,7330.00,2434.17,744
NW,TI,2024,2,4424.91,-521.00,9571.00,2071.43,696
NW,TI,2024,3,4034.10,-1961.00,10307.00,2217.73,744
NW,TI,2024,4,4728.34,-376.00,10030.00,2353.91,720
NW,TI,2024,5,4130.17,-1977.00,9317.00,2492.17,744
NW,TI,2024,6,5569.69,-1568.00,11196.00,2294.71,720
NW,TI,2024,7,4889.25,-2263.00,12591.00,2494.36,744
NW,TI,2024,8,5363.36,-238.00,11205.00,2295.52,744
NW,TI,2024,9,4737.86,-82.00,10058.00,1977.01,720
NW,TI,2024,10,3873.32,-511.00,9637.00,2125.42,744
NW,TI,2024,11,4677.49,-200.00,9930.00,1756.04,720
NW,TI,2024,12,4781.21,-1237.00,10121.00,2290.23,744
NW,TI,2025,1,4089.83,-1581.00,10599.00,2186.60,744
NW,TI,2025,2,2911.69,-2419.00,11304.00,2846.66,672
NW,TI,2025,3,5131.03,-2634.00,11827.00,2900.75,744
NW,TI,2025,4,5251.71,-1474.00,11268.00,2845.14,720
NW,TI,2025,5,3830.19,-3014.00,10485.00,2870.74,744
NW,TI,2025,6,695.04,-5832.00,5400.00,2396.56,720
NW,TI,2025,7,-837.58,-65068.00,5710.00,3555.73,744
NW,TI,2025,8,-797.11,-6338.00,4858.00,2222.43,744
NW,TI,2025,9,-308.64,-5782.00,5330.00,2074.79,720
NW,TI,2025,10,458.15,-4260.00,5847.00,1982.83,744
NW,TI,2025,11,523.59,-4054.00,4828.00,1658.33,720
NW,TI,2025,12,3156.32,-4602.00,8691.00,2598.75,744
NW,TI,2026,1,3304.94,-2830.00,9712.00,2514.56,744
NW,TI,2026,2,2322.23,-2725.00,7161.00,2325.40,672
NW,TI,2026,3,5113.83,-11612.00,15780.00,2815.21,744
NW,TI,2026,4,2893.12,-3462.00,8403.00,2298.94,720
NW,TI,2026,5,1215.93,-4967.00,5792.00,2272.44,744
NW,TI,2026,6,2001.98,-6613.00,6901.00,2697.01,720
NW,TI,2026,7,-766.50,-8006.00,5930.00,2415.52,744
NW,TI,2026,8,2124.91,112.00,3988.00,1434.95,23
NY,D,2023,8,18835.64,13510.00,24917.00,2575.04,685
NY,D,2023,9,17441.41,12183.00,30206.00,3798.68,720
NY,D,2023,10,15277.89,11890.00,21735.00,1862.27,744
NY,D,2023,11,16091.79,12471.00,21305.00,1787.85,720
NY,D,2023,12,16808.60,13136.00,21001.00,1895.73,744
NY,D,2024,1,18045.08,0.00,22718.00,2115.79,744
NY,D,2024,2,17059.48,13352.00,20981.00,1610.16,696
NY,D,2024,3,15661.33,11976.00,19373.00,1580.58,744
NY,D,2024,4,14804.14,12218.00,19019.00,1507.58,720
NY,D,2024,5,15279.17,11987.00,21777.00,2034.25,744
NY,D,2024,6,18955.77,12738.00,28245.00,3539.67,720
NY,D,2024,7,21542.77,14477.00,28990.00,3428.70,744
NY,D,2024,8,19491.15,13345.00,28444.00,3268.76,744
NY,D,2024,9,16510.86,12690.00,22086.00,2089.56,720
NY,D,2024,10,14989.33,0.00,18567.00,1765.49,744
NY,D,2024,11,15703.33,12633.00,19337.00,1675.82,720
NY,D,2024,12,17981.93,13325.00,23065.00,1932.66,744
NY,D,2025,1,18998.00,0.00,23521.00,2177.52,744
NY,D,2025,2,18347.77,14401.00,22651.00,1733.35,672
NY,D,2025,3,15741.86,12594.00,20652.00,1591.87,744
NY,D,2025,4,14895.49,11061.00,18836.00,1523.60,720
NY,D,2025,5,14818.01,11508.00,18206.00,1580.06,744
NY,D,2025,6,18395.77,12165.00,31857.00,4045.01,720
NY,D,2025,7,21858.44,14573.00,30645.00,3497.85,744
NY,D,2025,8,18382.67,12364.00,27720.00,3277.88,744
NY,D,2025,9,16335.38,12591.00,21342.00,2104.84,720
NY,D,2025,10,14966.25,12285.00,20278.00,1697.99,744
NY,D,2025,11,16135.02,12647.00,20325.00,1720.56,720
NY,D,2025,12,18720.87,14557.00,23448.00,1875.46,744
NY,D,2026,1,19338.30,14283.00,24177.00,2211.64,744
NY,D,2026,2,18825.01,0.00,24317.00,2695.72,672
NY,D,2026,3,16115.40,11767.00,21368.00,1809.56,744
NY,D,2026,4,14583.12,10731.00,19962.00,1623.44,720
NY,D,2026,5,14697.04,10779.00,24472.00,2343.53,744
NY,D,2026,6,17760.32,12441.00,27545.00,3001.48,720
NY,D,2026,7,20116.39,14426.00,31097.00,3475.14,744
NY,D,2026,8,19381.25,16123.00,23518.00,2365.93,36
NY,DF,2023,8,18652.78,13509.00,24718.00,2669.71,685
NY,DF,2023,9,17024.35,11993.00,28907.00,3624.31,720
NY,DF,2023,10,14879.25,11973.00,20366.00,1719.77,744
NY,DF,2023,11,15655.44,12176.00,20478.00,1701.64,720
NY,DF,2023,12,16389.58,12914.00,20367.00,1776.48,744
NY,DF,2024,1,17434.21,13514.00,21899.00,1879.29,744
NY,DF,2024,2,16642.11,13022.00,20194.00,1498.77,696
NY,DF,2024,3,15262.30,12566.00,18489.00,1387.55,744
NY,DF,2024,4,14486.68,12034.00,17729.00,1435.00,720
NY,DF,2024,5,14959.76,11644.00,20907.00,1951.75,744
NY,DF,2024,6,18038.87,0.00,27930.00,4801.88,720
NY,DF,2024,7,21069.10,14107.00,29930.00,3462.42,744
NY,DF,2024,8,19103.93,12938.00,28516.00,3222.90,744
NY,DF,2024,9,16217.78,12507.00,20729.00,2020.79,720
NY,DF,2024,10,14173.43,0.00,18494.00,2968.55,744
NY,DF,2024,11,15220.60,12146.00,19078.00,1609.62,720
NY,DF,2024,12,17321.95,13388.00,21721.00,1719.15,744
NY,DF,2025,1,18369.06,13293.00,22945.00,1823.39,744
NY,DF,2025,2,17824.94,14129.00,22288.00,1635.85,672
NY,DF,2025,3,14922.16,0.00,20432.00,3071.56,744
NY,DF,2025,4,14527.06,11027.00,18157.00,1406.31,720
NY,DF,2025,5,14450.42,10130.00,17916.00,1624.92,744
NY,DF,2025,6,18054.75,11810.00,30398.00,3739.73,720
NY,DF,2025,7,21496.37,13885.00,30113.00,3382.40,744
NY,DF,2025,8,18366.94,12129.00,27419.00,3280.15,744
NY,DF,2025,9,15583.95,0.00,21223.00,3440.18,720
NY,DF,2025,10,14637.36,12020.00,20090.00,1630.52,744
NY,DF,2025,11,15768.59,12542.00,19659.00,1617.72,720
NY,DF,2025,12,18134.72,14103.00,22610.00,1742.39,744
NY,DF,2026,1,18782.49,14211.00,23548.00,2073.26,744
NY,DF,2026,2,18662.45,14896.00,23192.00,1856.91,672
NY,DF,2026,3,15808.48,12489.00,20910.00,1585.18,744
NY,DF,2026,4,13809.33,0.00,18419.00,2918.80,696
NY,DF,2026,5,14172.44,10845.00,21315.00,1918.19,696
NY,DF,2026,6,17424.80,12043.00,26984.00,3032.19,720
NY,DF,2026,7,20096.57,14145.00,31611.00,3665.25,744
NY,DF,2026,8,18907.14,15982.00,23072.00,2332.80,36
NY,NG,2023,8,15899.18,10942.00,23141.00,2428.96,685
NY,NG,2023,9,14618.86,8417.00,26753.00,3539.01,720
NY,NG,2023,10,13033.60,8507.00,19445.00,1952.27,744
NY,NG,2023,11,14646.80,10606.00,19141.00,1744.12,720
NY,NG,2023,12,14636.19,10817.00,18532.00,1708.63,744
NY,NG,2024,1,15412.20,11292.00,19474.00,1520.19,744
NY,NG,2024,2,15105.28,11132.00,18348.00,1381.10,696
NY,NG,2024,3,13323.91,9640.00,16897.00,1499.66,744
NY,NG,2024,4,13373.99,10159.00,18582.00,1604.41,720
NY,NG,2024,5,13691.80,10206.00,19471.00,1825.78,744
NY,NG,2024,6,15886.07,10153.00,26264.00,3519.68,720
NY,NG,2024,7,18026.45,10345.00,27099.00,3719.79,744
NY,NG,2024,8,16218.16,10565.00,25960.00,3074.88,744
NY,NG,2024,9,13938.96,10037.00,19817.00,1977.82,720
NY,NG,2024,10,13319.98,9902.00,17564.00,1737.13,744
NY,NG,2024,11,14120.59,10283.00,18690.00,1878.72,720
NY,NG,2024,12,15858.32,12051.00,19849.00,1651.76,744
NY,NG,2025,1,15950.42,11381.00,21654.00,1689.01,744
NY,NG,2025,2,15558.63,12341.00,20075.00,1594.91,672
NY,NG,2025,3,13788.36,10258.00,18935.00,1681.56,744
NY,NG,2025,4,13129.88,9930.00,18348.00,1587.34,720
NY,NG,2025,5,13131.11,8894.00,17388.00,1796.55,744
NY,NG,2025,6,15941.11,9862.00,28654.00,3815.80,720
NY,NG,2025,7,18986.68,10570.00,29346.00,3891.84,744
NY,NG,2025,8,16399.09,10148.00,26471.00,3633.05,744
NY,NG,2025,9,14163.18,9540.00,20515.00,2429.82,720
NY,NG,2025,10,13052.53,8914.00,18333.00,1968.17,744
NY,NG,2025,11,14427.19,10463.00,18470.00,1837.27,720
NY,NG,2025,12,16969.79,12663.00,22130.00,2049.11,744
NY,NG,2026,1,17127.97,12366.00,22982.00,2184.38,744
NY,NG,2026,2,16472.51,11897.00,23242.00,2130.83,672
